nose_X,nose_Y,left_eye_X,left_eye_Y,right_eye_X,right_eye_Y,left_ear_X,left_ear_Y,right_ear_X,right_ear_Y,left_shoulder_X,left_shoulder_Y,right_shoulder_X,right_shoulder_Y,left_elbow_X,left_elbow_Y,right_elbow_X,right_elbow_Y,left_wrist_X,left_wrist_Y,right_wrist_X,right_wrist_Y,left_hip_X,left_hip_Y,right_hip_X,right_hip_Y,left_knee_X,left_knee_Y,right_knee_X,right_knee_Y,left_ankle_X,left_ankle_Y,right_ankle_X,right_ankle_Y,targetPose
0.364350635,0.543563899,0.361085251,0.54454723,0.349058237,0.548580731,0.371132015,0.551084665,0.337827037,0.55897215,0.446628873,0.547049692,0.343991628,0.564819629,0.52288091,0.56177616,0.284000104,0.606721076,0.539227193,0.544350141,0.252227,0.557544311,0.490203466,0.56934463,0.407880783,0.576095751,0.633111352,0.606441117,0.397822771,0.62854153,0.610600211,0.707064768,0.390556862,0.730068009,correctDown
0.358886069,0.545873858,0.357296491,0.545776726,0.344139379,0.549882669,0.367794806,0.551836731,0.334395242,0.559485952,0.445171162,0.547055418,0.338508872,0.566874275,0.522813307,0.561228899,0.283570673,0.606258404,0.539911737,0.543833158,0.251690255,0.557484361,0.489193015,0.568815484,0.407551277,0.575999027,0.633122097,0.606453076,0.400401461,0.625977392,0.610690913,0.707211405,0.390314159,0.730166461,correctDown
0.358929864,0.546173247,0.357480704,0.544888724,0.343767622,0.549781634,0.366758808,0.551174078,0.334503678,0.558687416,0.445802448,0.547015493,0.338686157,0.56681743,0.522074631,0.561443138,0.283904368,0.607068667,0.538666068,0.542895098,0.251726652,0.557811662,0.489984251,0.568999761,0.407905753,0.576105359,0.632841814,0.606243742,0.398015976,0.628385672,0.610740908,0.707204299,0.390674628,0.729799024,correctDown
0.358347581,0.545096842,0.356832068,0.544983939,0.343329,0.549919243,0.366771201,0.551433454,0.334985978,0.558922425,0.444941741,0.546725383,0.338941525,0.567141787,0.524243592,0.561139641,0.284385186,0.606749503,0.539321605,0.542683143,0.252100322,0.558555744,0.489310762,0.568403545,0.407451454,0.575326108,0.632858119,0.606356094,0.399233756,0.626335897,0.610657772,0.707296338,0.390368707,0.729994909,correctDown
0.372004793,0.537916626,0.371184548,0.538116625,0.358160361,0.542043095,0.380273448,0.545769925,0.344689854,0.554724747,0.447846026,0.546995978,0.346744868,0.563553255,0.524015398,0.560479853,0.283739341,0.606109009,0.539040875,0.542068906,0.252871627,0.561122701,0.488970604,0.568695986,0.40769598,0.57600681,0.633092251,0.606114434,0.398146551,0.628161214,0.610788799,0.707072747,0.390664405,0.729506721,correctDown
0.370556505,0.540712596,0.368995993,0.541916784,0.358326764,0.54355918,0.381590383,0.546440564,0.344944133,0.556377198,0.448387282,0.547237392,0.346232322,0.564030004,0.522429411,0.560964916,0.284387338,0.606459074,0.537716572,0.541683921,0.251577394,0.558165666,0.488831061,0.569028442,0.406828387,0.576006191,0.633470191,0.60613033,0.398335198,0.628213894,0.610979403,0.706956929,0.390558307,0.729440748,correctDown
0.36900999,0.542926362,0.366695664,0.543760246,0.353785058,0.547979796,0.374933317,0.550274108,0.342786624,0.557816124,0.447814134,0.54728308,0.34654212,0.563997998,0.5236399,0.561894601,0.28466516,0.606669685,0.539425414,0.543052808,0.251340068,0.558269099,0.488152723,0.568695776,0.406204322,0.575651549,0.633122032,0.606277978,0.397642012,0.628334636,0.611174296,0.706894895,0.390514304,0.729078444,correctDown
0.366804862,0.544747697,0.365443518,0.545000489,0.351207294,0.551507769,0.376011134,0.550502825,0.342723746,0.558738048,0.449005802,0.54717836,0.344636186,0.565021321,0.518030859,0.56304848,0.28327147,0.606821124,0.540775657,0.545341651,0.250741516,0.559761703,0.489373921,0.568494892,0.405717955,0.575938577,0.633212005,0.606529803,0.397627009,0.628709034,0.611320307,0.706856818,0.390729484,0.729278677,correctDown
0.370595481,0.544613912,0.370076815,0.544944159,0.358132443,0.549845957,0.380229956,0.550863678,0.345590239,0.55889035,0.450932355,0.547192268,0.34595637,0.565228025,0.523057127,0.562323166,0.283312379,0.607296676,0.541226365,0.543888555,0.250751248,0.560278794,0.488972945,0.567665622,0.405130463,0.575461423,0.633335176,0.606598812,0.39738402,0.629079761,0.61118175,0.706559946,0.390759562,0.729214464,correctDown
0.364024049,0.545295947,0.3625737,0.544116814,0.348615248,0.550625298,0.365263861,0.552467916,0.338092367,0.558391561,0.447423583,0.546889924,0.34385181,0.565042103,0.520735844,0.562777224,0.281760551,0.607576815,0.53847793,0.544042654,0.250328628,0.559555474,0.48797875,0.567607483,0.406014575,0.575520293,0.632665514,0.606503996,0.397957474,0.628782306,0.611357581,0.706451927,0.390943837,0.729417644,correctDown
0.365530397,0.544326775,0.362496287,0.544715296,0.3480994,0.551822997,0.364882647,0.5540368,0.337357088,0.559502592,0.445464327,0.547539855,0.342182633,0.565463994,0.520300322,0.562272974,0.281487075,0.60661293,0.535800244,0.543950516,0.250372663,0.559366872,0.487612952,0.56738387,0.406224495,0.575460218,0.632588847,0.605797273,0.398011559,0.628598883,0.611683107,0.70646794,0.391118957,0.729697833,correctDown
0.36739188,0.543417769,0.364874145,0.543826397,0.349624415,0.551415748,0.367872624,0.552994062,0.338126702,0.559373393,0.444697002,0.547603143,0.341415443,0.565176706,0.522830066,0.557847957,0.281580168,0.60642897,0.534592196,0.542791209,0.250799866,0.560288661,0.488990392,0.567833359,0.406948209,0.575891277,0.63286922,0.605878398,0.398162079,0.628498327,0.612043405,0.707055098,0.391208956,0.730159052,correctDown
0.367710353,0.543984195,0.36540443,0.544785822,0.350401994,0.55198998,0.36982142,0.554052114,0.340398693,0.560157778,0.444434965,0.547357824,0.343423315,0.566539443,0.515625804,0.561261858,0.282861989,0.607177526,0.535922286,0.543301951,0.250762477,0.560334496,0.489718432,0.568083563,0.406195039,0.575926834,0.633256806,0.606198187,0.397290323,0.629591891,0.611796784,0.707244136,0.391418131,0.730132583,correctDown
0.366543359,0.542581096,0.364788283,0.543477321,0.351574043,0.548320899,0.372448498,0.550673558,0.341611486,0.55843587,0.44628657,0.54697717,0.344700486,0.565730042,0.516610964,0.562189323,0.284123973,0.608113846,0.536587073,0.54276515,0.250439757,0.560239483,0.49027222,0.568523875,0.406140254,0.576100259,0.632885058,0.60604148,0.39626505,0.629723451,0.611533648,0.707385452,0.391498371,0.730012888,correctDown
0.366820327,0.54497609,0.364611667,0.545832041,0.351125819,0.552819763,0.37062491,0.553718981,0.341575207,0.560381253,0.448404994,0.547397382,0.342966441,0.566448679,0.517786788,0.563927403,0.284008615,0.608541415,0.538543958,0.542996408,0.251618372,0.56023785,0.490106202,0.568750292,0.406301599,0.575929311,0.632879184,0.606533137,0.395913155,0.629356404,0.611247983,0.707383079,0.391570651,0.729665932,correctDown
0.360500961,0.548914446,0.357417218,0.549970346,0.34462433,0.554929375,0.365372096,0.555495071,0.336161453,0.562896098,0.445716835,0.546575045,0.336687023,0.569866749,0.517788548,0.563590976,0.284060618,0.608060914,0.536808935,0.543940109,0.251030381,0.558297984,0.488209315,0.567936457,0.406675408,0.575343941,0.633298897,0.606697949,0.396207392,0.629724375,0.61170964,0.707395618,0.391183927,0.729855475,correctDown
0.367228329,0.544068803,0.365002743,0.545135884,0.349953521,0.552043667,0.369965627,0.554608681,0.340389522,0.560803823,0.444877062,0.547458452,0.341757207,0.568481497,0.518696446,0.558623396,0.282907036,0.607757237,0.537006504,0.542046532,0.250988977,0.559805234,0.488953924,0.568305608,0.406804619,0.575979463,0.633441505,0.606063016,0.397398103,0.630248996,0.611921276,0.707668066,0.391099147,0.73030673,correctDown
0.366884331,0.542257944,0.365107472,0.543359429,0.351687895,0.548300908,0.373142182,0.550706252,0.340887968,0.558521817,0.447020684,0.546936883,0.342700125,0.56651217,0.521212917,0.560712294,0.284330772,0.607512528,0.537235294,0.542483272,0.252237583,0.560266444,0.489320877,0.568854095,0.405917681,0.576417511,0.633340453,0.606702098,0.396161285,0.630065345,0.61096295,0.707580365,0.390958972,0.729707201,correctDown
0.368533603,0.54394158,0.366634777,0.544608692,0.353048383,0.548958134,0.377187496,0.551053222,0.341411127,0.558723825,0.448420947,0.54749246,0.343323652,0.565563804,0.521477385,0.562660747,0.28478311,0.607843288,0.538540673,0.542659783,0.252840578,0.560851615,0.488728074,0.569473996,0.405031772,0.576479856,0.634014744,0.607122802,0.396154127,0.630285472,0.611237174,0.707512941,0.390456576,0.729489992,correctDown
0.359270839,0.546040418,0.357132705,0.544910715,0.342623841,0.549501752,0.366300275,0.551107043,0.333809931,0.558260146,0.448142316,0.547319968,0.336031082,0.566036173,0.519148649,0.56546231,0.28508206,0.607830261,0.539342097,0.542975057,0.252855911,0.561213852,0.488394576,0.569871631,0.405718117,0.576679352,0.634030237,0.607290641,0.396555894,0.630190208,0.611167525,0.707569854,0.389976724,0.7296628,correctDown
0.372058589,0.542911195,0.370681201,0.543195608,0.357619337,0.547884539,0.37988163,0.550531793,0.345228768,0.55676206,0.454208302,0.54827006,0.345062427,0.564102015,0.521116019,0.567205544,0.285812934,0.60668238,0.539563583,0.542199359,0.251829981,0.559897677,0.48967161,0.570526376,0.405532065,0.577170789,0.633725075,0.607344445,0.397005396,0.63024606,0.611046142,0.707641613,0.389978352,0.729624953,correctDown
0.361177385,0.541119082,0.363080511,0.538213488,0.345255582,0.545270538,0.364109557,0.5491193,0.334953697,0.555335497,0.441816783,0.547970883,0.336443089,0.566506128,0.514661596,0.566797029,0.284773883,0.606407371,0.539651263,0.543221739,0.251574269,0.559298534,0.48950426,0.570497597,0.407756138,0.578386299,0.633692492,0.607164231,0.396947484,0.630067253,0.610984882,0.707409257,0.390036083,0.729524289,correctDown
0.3630989,0.542047432,0.363065556,0.54028884,0.349905532,0.545272694,0.366504733,0.549226961,0.338287523,0.555862171,0.444898935,0.547868866,0.344449258,0.563466414,0.518587958,0.567549634,0.284885441,0.606133201,0.539669759,0.542444226,0.252854959,0.55936741,0.488990001,0.569957334,0.407550443,0.578382575,0.633697423,0.607109952,0.395952963,0.630249565,0.611040536,0.707751279,0.390014417,0.729912793,correctDown
0.359862883,0.542068819,0.356404974,0.542438032,0.342850577,0.548112786,0.363785063,0.549445783,0.336068739,0.556678879,0.441147521,0.547433306,0.336314296,0.565547276,0.514488637,0.567461367,0.284301409,0.606413709,0.538053237,0.544054319,0.252713498,0.559342681,0.488711469,0.570076032,0.408156789,0.578579631,0.633572279,0.607049,0.395647506,0.63069674,0.610867053,0.707756287,0.390273609,0.730326475,correctDown
0.362738191,0.541913739,0.360485797,0.541046584,0.349438506,0.545259547,0.36536661,0.549549924,0.338124314,0.556362129,0.440703834,0.547808533,0.342267077,0.564056051,0.5146094,0.566911805,0.284763844,0.60635482,0.538020383,0.542912272,0.252436572,0.559321919,0.488825366,0.570269033,0.408741272,0.578564224,0.634098852,0.60708888,0.395686838,0.63057485,0.610943962,0.707586795,0.390563509,0.730499983,correctDown
0.359888577,0.54447418,0.355851149,0.544863985,0.346792435,0.549470955,0.362845906,0.550668802,0.336684605,0.557668786,0.434999932,0.547348816,0.339500426,0.564132158,0.51318951,0.565460662,0.285706021,0.606624548,0.538451758,0.541719622,0.252179126,0.558940808,0.488836964,0.570208435,0.409631227,0.578172264,0.634383042,0.607115411,0.395234184,0.630466162,0.611028424,0.707551582,0.390611893,0.730545529,correctDown
0.349804999,0.545966575,0.349546155,0.543449256,0.337185233,0.548590397,0.363830641,0.546016826,0.330748846,0.555841708,0.432207828,0.546838876,0.336007259,0.566057115,0.515673005,0.560849572,0.285996746,0.606210381,0.534812048,0.544040291,0.252101195,0.559077458,0.490693181,0.570799443,0.409460822,0.578481479,0.635585622,0.60759826,0.39447162,0.63078872,0.611284497,0.707240415,0.390415268,0.730600175,correctDown
0.344239895,0.550528703,0.344153732,0.546050219,0.329903788,0.552284361,0.364065054,0.546428218,0.327892436,0.556965076,0.436293759,0.547067251,0.337408696,0.567340732,0.51964448,0.559385682,0.285694472,0.605436421,0.531865659,0.543859256,0.253206831,0.559265656,0.495026787,0.57174404,0.407513253,0.578804764,0.633787326,0.60742099,0.396654403,0.629405412,0.611484512,0.706727076,0.390209006,0.730159557,correctDown
0.351875932,0.5467752,0.352309854,0.54220915,0.337925939,0.548024337,0.370800746,0.543068792,0.33120807,0.55566513,0.437476638,0.546934687,0.341050026,0.56386253,0.521056522,0.559627287,0.287093376,0.604353226,0.5326198,0.544413994,0.254214618,0.558599029,0.492279329,0.572266793,0.407469072,0.579213411,0.632939015,0.606863845,0.39732466,0.627975227,0.61117506,0.707094102,0.390403498,0.730121457,correctDown
0.352310109,0.545138383,0.351256333,0.535280372,0.337138352,0.547183941,0.372547666,0.542449369,0.333405219,0.554134354,0.437169138,0.546738663,0.344852171,0.56263274,0.515306709,0.561581662,0.287987571,0.60427415,0.532375868,0.543367333,0.25472003,0.559219468,0.491555878,0.572337997,0.408099283,0.579668675,0.632709286,0.606481816,0.397033846,0.628124675,0.611401704,0.707166767,0.390309011,0.730107754,correctDown
0.341919384,0.545641797,0.338930666,0.540928536,0.327235462,0.547431615,0.355381414,0.547415206,0.321063339,0.55500021,0.431435477,0.546048459,0.330202078,0.565083055,0.515053408,0.562469144,0.286127317,0.604221686,0.531720747,0.54330331,0.254816625,0.558877313,0.490127734,0.570503581,0.408257532,0.579064771,0.633068676,0.606441817,0.397080156,0.628561912,0.611456492,0.707202191,0.390302191,0.730085473,correctDown
0.344191805,0.549775676,0.341716394,0.547179106,0.329052601,0.551970281,0.35705295,0.551060092,0.323714517,0.557498485,0.432519201,0.546616713,0.333095797,0.5683222,0.517727921,0.560894002,0.284924754,0.606715997,0.535794485,0.544062123,0.253530879,0.559168489,0.488862387,0.569531435,0.407035523,0.577903552,0.633352436,0.606731663,0.39736331,0.629116003,0.611325867,0.707326826,0.390397663,0.729745074,correctDown
0.354826351,0.542461168,0.357615814,0.536977919,0.339505414,0.544267585,0.37424022,0.543501862,0.330288252,0.553434681,0.434152988,0.548146906,0.3365888,0.563624748,0.517980217,0.563790585,0.285135166,0.606321774,0.53638761,0.543673367,0.252303744,0.558977102,0.490299474,0.571809115,0.406035961,0.581716284,0.63270432,0.606807016,0.398133304,0.629745409,0.611213215,0.707725717,0.390351706,0.730142577,correctDown
0.340416726,0.546774044,0.336405829,0.544143628,0.328569068,0.547961013,0.347916361,0.548047532,0.321779992,0.555638762,0.419494657,0.54209143,0.32878115,0.566285322,0.503908224,0.558421711,0.287117926,0.604888261,0.533006207,0.543452834,0.254664906,0.559029686,0.488396056,0.568920729,0.409643409,0.57893695,0.633389809,0.607129814,0.396857244,0.628927064,0.610008358,0.707222192,0.39029494,0.729959865,correctDown
0.345037441,0.5482624,0.342088147,0.545880379,0.329548006,0.550404474,0.353637454,0.550177766,0.323505583,0.556636355,0.433899671,0.547451485,0.334652552,0.566470536,0.513648743,0.563169307,0.284585545,0.606264407,0.535339942,0.544154061,0.252309943,0.55989191,0.489398911,0.569277279,0.408616444,0.577790833,0.632781685,0.60706948,0.39651718,0.629585009,0.61108866,0.70754591,0.390259468,0.72980002,correctDown
0.360047653,0.546367585,0.361312929,0.543517552,0.347066363,0.548152374,0.376073277,0.547290816,0.337397606,0.555712152,0.44171652,0.54769687,0.338533789,0.565081134,0.52179459,0.562575243,0.285030755,0.605174828,0.536583686,0.543083533,0.252017834,0.559197314,0.490896125,0.57012972,0.406474408,0.578075701,0.633366249,0.607061703,0.397126358,0.629032357,0.611272862,0.707768132,0.390367367,0.729642234,correctDown
0.349429084,0.545357523,0.350589469,0.539152405,0.332578638,0.546560305,0.36373929,0.545674177,0.325743055,0.554846712,0.431561416,0.547468843,0.335879036,0.565156538,0.515111778,0.564127908,0.284474945,0.606083328,0.536720003,0.543134843,0.252014697,0.559255565,0.490397257,0.569992412,0.407812964,0.577995456,0.632536958,0.60698924,0.397111466,0.62907543,0.611359817,0.707986718,0.390381633,0.729684445,correctDown
0.35018993,0.546000271,0.350099888,0.542644182,0.333360243,0.548256015,0.363782217,0.545537507,0.327665207,0.554292129,0.439828048,0.547210764,0.336922519,0.564990498,0.515361335,0.564881785,0.284722124,0.607108988,0.537520339,0.543856688,0.252497217,0.559137655,0.490773345,0.5701045,0.408740851,0.577750223,0.63312561,0.607139276,0.395931278,0.630076236,0.611362806,0.707755549,0.390260128,0.730043051,correctDown
0.349033453,0.546384384,0.347017395,0.543748894,0.333381557,0.549072091,0.359317522,0.548887089,0.328734849,0.555612638,0.437855976,0.546799442,0.337877014,0.565562009,0.515815807,0.563180853,0.284378403,0.606915855,0.537603885,0.544371886,0.252259978,0.559892418,0.491839511,0.569792996,0.410181758,0.577443061,0.633939677,0.607195239,0.394915336,0.631147445,0.61112655,0.707172293,0.390443719,0.729933031,correctDown
0.356788507,0.541339921,0.356648065,0.537324473,0.3410485,0.544313204,0.364539604,0.545542675,0.33139817,0.554619285,0.429788591,0.546011219,0.336898944,0.566072211,0.504965468,0.560247295,0.283922024,0.60742748,0.535417108,0.542310178,0.252877956,0.558838796,0.490850504,0.569687465,0.412821053,0.578288219,0.634302448,0.606644689,0.39496365,0.631471875,0.610749607,0.707480932,0.390334569,0.730381655,correctDown
0.350653288,0.543794415,0.35094959,0.538293302,0.334103846,0.545404255,0.356558933,0.547240172,0.327827436,0.554594347,0.429127608,0.545750446,0.337889925,0.566986856,0.512831256,0.560717,0.283351066,0.606806621,0.537304924,0.543894174,0.253051369,0.558278789,0.490564621,0.56970845,0.412988686,0.578264601,0.633553599,0.606655662,0.394381565,0.630499554,0.610790628,0.707298507,0.390389822,0.730181146,correctDown
0.347999783,0.542365633,0.349000184,0.537316518,0.332209683,0.544982138,0.359851507,0.545706731,0.327388831,0.554167857,0.431251057,0.545989531,0.33914697,0.566318369,0.514087322,0.560409796,0.283323105,0.606375398,0.532415549,0.543915725,0.253434294,0.558121981,0.491816242,0.570239496,0.411968467,0.578719814,0.633409166,0.606667232,0.394908154,0.63001695,0.61077904,0.707485556,0.390388664,0.729989124,correctDown
0.343368854,0.548455258,0.334840945,0.546775595,0.327828374,0.550242452,0.350572338,0.550502311,0.32172819,0.55616734,0.426869991,0.545907019,0.330515956,0.568665703,0.508063228,0.555358401,0.28447282,0.606277216,0.530160276,0.542659275,0.254207776,0.558741283,0.490724588,0.569179964,0.411532906,0.578072795,0.6336728,0.606753516,0.394859161,0.631094574,0.610803802,0.707681846,0.39051022,0.729376899,correctDown
0.364500682,0.541288503,0.366822427,0.536674963,0.351046883,0.543488941,0.375535625,0.545153661,0.34085794,0.553900077,0.440055104,0.545834311,0.340268749,0.565634602,0.518869537,0.558871762,0.284496392,0.606878845,0.535103084,0.543417893,0.254687498,0.558909061,0.489999369,0.569944911,0.411205967,0.578153052,0.633857199,0.606583434,0.394678217,0.630919459,0.611015433,0.707308424,0.389928076,0.729830426,correctDown
0.349415075,0.545951397,0.346945966,0.54313365,0.33423089,0.548515678,0.358356205,0.548225696,0.329984486,0.555482836,0.432919865,0.547561752,0.33829933,0.566897466,0.516873933,0.55906484,0.284826542,0.606817104,0.536233011,0.543698098,0.253601256,0.558485993,0.493197276,0.570804709,0.412009625,0.578944532,0.633599272,0.606902554,0.394159688,0.631189759,0.610645165,0.707476558,0.38990242,0.730210937,correctDown
0.354984079,0.545484122,0.349639831,0.546281511,0.340369392,0.550404043,0.359597526,0.552243529,0.332394265,0.558571815,0.433743104,0.547079624,0.340751225,0.566863936,0.514965177,0.560565952,0.285326783,0.606479007,0.53512591,0.544746623,0.254120385,0.558232144,0.490027293,0.569662211,0.411646639,0.577843226,0.633665751,0.606624467,0.394517561,0.631912279,0.610565489,0.707585903,0.390190186,0.729547081,correctDown
0.348795857,0.542674842,0.347878432,0.537946964,0.333457691,0.544834409,0.365151009,0.541609599,0.329014639,0.552171141,0.430638568,0.546970685,0.341858855,0.562696535,0.51595382,0.559084033,0.285433639,0.606712799,0.53175155,0.542129976,0.254291018,0.558401439,0.493166392,0.571623294,0.412015945,0.5822573,0.633047432,0.60669296,0.394991886,0.630360066,0.610763797,0.707619718,0.389941977,0.73017869,correctDown
0.348804152,0.543584624,0.349388766,0.538022918,0.334334206,0.545112631,0.354227273,0.546085861,0.326911671,0.552525177,0.422049651,0.543485463,0.333219129,0.5651238,0.506487067,0.556588475,0.284595928,0.60531933,0.534699379,0.543662336,0.256304351,0.558905512,0.490586162,0.569987103,0.413989743,0.580010804,0.633820078,0.606647552,0.394519446,0.631344056,0.610938084,0.707326553,0.390119368,0.730617105,correctDown
0.349162195,0.545025965,0.348379591,0.543908796,0.335392586,0.548882678,0.360590927,0.549591281,0.331941133,0.555433493,0.43252945,0.54660175,0.341459341,0.565053092,0.516167831,0.561564962,0.283966639,0.605513042,0.536911206,0.544239081,0.254687637,0.558299025,0.492761802,0.571247242,0.413506455,0.579476909,0.633968391,0.606794125,0.396445105,0.628613376,0.610893313,0.707188292,0.390001491,0.73041783,correctDown
0.352228637,0.545688465,0.35065788,0.544910996,0.338461558,0.550149605,0.36194423,0.550616653,0.333469598,0.557565579,0.433100459,0.546739728,0.340202982,0.565363395,0.517059869,0.561302451,0.282512429,0.605164492,0.538258521,0.544826279,0.25530599,0.557628572,0.488632645,0.570395311,0.412622123,0.578576282,0.633851856,0.606690235,0.396503419,0.628547332,0.610751084,0.707245672,0.390230019,0.730498833,correctDown
0.348395397,0.547485254,0.346222163,0.544803889,0.333198992,0.550143903,0.359067741,0.549849006,0.330594779,0.557100113,0.434923443,0.548180537,0.338709537,0.567172899,0.516808819,0.56074588,0.284200648,0.606554824,0.531521567,0.544138046,0.253404996,0.558436833,0.490854332,0.570579515,0.41045675,0.578648541,0.633204537,0.606769377,0.395401464,0.629820807,0.610937442,0.706924877,0.390052727,0.730931518,correctDown
0.343223296,0.547351147,0.340884603,0.543918955,0.327293042,0.549118224,0.357438418,0.546726854,0.321945243,0.555820353,0.425829291,0.547432571,0.32887068,0.569004251,0.513828503,0.561805059,0.284618902,0.606857401,0.528565923,0.543289204,0.252854416,0.559146964,0.491370641,0.570440587,0.409897104,0.578889873,0.633076936,0.60670757,0.396277086,0.629883041,0.610887083,0.70703185,0.389648076,0.730899263,correctDown
0.339617099,0.547385818,0.337759018,0.544377861,0.326707807,0.548788713,0.355686323,0.546783477,0.321112667,0.555494179,0.423878038,0.546837851,0.328175408,0.569085172,0.507342093,0.560545472,0.284768805,0.607218876,0.528657352,0.54297066,0.252789727,0.559211223,0.490574468,0.570141503,0.410283936,0.578697614,0.633039631,0.60667971,0.396556609,0.629929859,0.610836457,0.707033039,0.389521197,0.730903437,correctDown
0.337956929,0.547882011,0.333737621,0.545966248,0.325667573,0.549488387,0.348392533,0.549260979,0.319487593,0.557006803,0.430101796,0.548245973,0.334481891,0.568568082,0.513913693,0.559733298,0.284628394,0.607387114,0.532995103,0.543854053,0.252342026,0.559189918,0.491136983,0.570036414,0.410474029,0.578305206,0.633107185,0.606887599,0.396830604,0.630340182,0.610942885,0.707064309,0.389586897,0.730528371,correctDown
